MM,MM_ReasonForExclusion,CRJ_after_cleaning,CRJ,CRJ_ReasonForExlcusion,Consensus,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
No,Thesis,No,No,Thesis,1,0,JL Henk,Using a Sepsis Tool to Improve Outcomes in a Critical Access Hospital,2020,,search.proquest.com,http://search.proquest.com/openview/41ddcd55e3275c3a952e62509b1ef05c/1?pq-origsite=gscholar&cbl=18750&diss=y,,695,2020-07-21 11:39:01,,,,0,0,0,1,1,Page 1. Using a Sepsis Tool to Improve Outcomes in a Critical Access Hospital Submitted by Jacy Lynn Henk A Direct Practice Improvement Project Presented in Partial Fulfillment of the Requirements for the Degree Doctor of Nursing Practice Grand Canyon University …
No,Not peer-reviewed,No,No,Not peer-reviewed,1,0,JL Vincent,How artificial intelligence will change the role of doctors,,interhospi.com,,https://www.interhospi.com/detail/international-hospital/how-artificial-intelligence-will-change-the-role-of-doctors/,,78,2020-07-21 11:39:01,HTML,,,0,0,0,1,,"… Evaluation and accurate diagnoses of pediatric diseases using artificial intelligence. Nat Med 2019;25:433-438. McCoy A, Das R. Reducing patient mortality, length of stay and readmissions through machine learning-based sepsis prediction in the emergency department …"
No,Out of scope: Outcome prediction (survival),No,No,Out of scope: Survival analysis,1,0,"JL de Alencar Saraiva, MHV Júnior, OMB Júnior…",Sepsis Patient Outcome Prediction Using Machine Learning,2019,XXVI Brazilian Congress …,Springer,https://link.springer.com/chapter/10.1007/978-981-13-2119-1_123,,74,2020-07-21 11:39:01,,,,0,0,0,4,1,… Keywords. Sepsis prediction Neural networks Machine learning. Download conference paper PDF. 1 Introduction … Some past research was geared towards the onset of sepsis detection and predict mortality based on patient vital signs using machine learning techniques [5 …
No,"Editorial, Out of scope",No,No,Commentary/Opinion/Editorial,1,1,JM Blum,Beware of the Magic Eight Ball in Medicine,2019,Critical care medicine,cdn.journals.lww.com,https://cdn.journals.lww.com/ccmjournal/Fulltext/2019/11000/Beware_of_the_Magic_Eight_Ball_in_Medicine_.23.aspx,"https://scholar.google.com/scholar?cites=14337346690712182647&as_sdt=2005&sciodt=0,5&hl=en",163,2020-07-21 11:39:01,,,,1,1,1,1,1,You may be trying to access this site from a secured browser on the server. Please enable scripts and reload this page …
No,Not about Sepsis Prediction,No,No,Out of scope: Health Care and Costs,1,3,"JM Karnuta, SM Navarro, HS Haeberle, JM Helm…",Predicting inpatient payments prior to lower extremity arthroplasty using deep learning: which model architecture is best?,2019,The Journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0883540319305315,"https://scholar.google.com/scholar?cites=7670439600950688261&as_sdt=2005&sciodt=0,5&hl=en",166,2020-07-21 11:39:01,HTML,,,3,3,1,5,1,"… Volume 34, Issue 10, October 2019, Pages 2235-2241.e1. The Journal of Arthroplasty. Artificial Intelligence and Machine Learning. Predicting Inpatient Payments Prior to Lower Extremity Arthroplasty Using Deep Learning: Which Model Architecture Is Best …"
No,Out of scope,No,No,Out of scope,1,0,JM Scholar,HONORS AND AWARDS,,,,,,295,2020-07-21 11:39:01,CITATION,,,0,0,0,1,,
No,Not about Sepsis Prediction,No,No,"Out of scope, bool chapter",1,0,"JPJ Savarraj, MF McGuire, R Kitagawa…",Advanced Informatics Methods in Acute Brain Injury Research,2018,Pre-Clinical and Clinical …,Springer,https://link.springer.com/protocol/10.1007/978-1-4939-8564-7_14,,287,2020-07-21 11:39:01,,,,0,0,0,4,2,"… Second, we will discuss machine learning (ML), a field of artificial intelligence that focuses on discovery of patterns in datasets and the development of mathematical models that can predict adverse complications or outcomes in patients …"
No,Not about Sepsis Prediction,No,No,Out of scope: Radiology,1,0,"JR Geis, ACR Representing, F Adrian Brady…",Ethics of AI in Radiology Ethics of AI in Radiology,,jacr.org,,https://www.jacr.org/cms/10.1016/j.jacr.2019.07.028/attachment/59971b50-5174-4586-8af2-b59979d6a098/mmc1.docx,,481,2020-07-21 11:39:01,,,,0,0,0,4,,"… Artificial intelligence (AI), defined as computers that behave in ways that, until recently, were thought to require human intelligence, has the … AI and machine learning (ML) are statistical methods that will increase the information radiologists can extract from radiology examinations …"
No,"Not sufficient detail: No empirical, quantitative evaluation",No,No,Out of scope: Validation and implementation of CDSS,1,2,"JR Henry, D Lynch, J Mals…",A FHIR-enabled streaming sepsis prediction system for ICUs,2018,2018 40th Annual …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8513347/,"https://scholar.google.com/scholar?cites=10496802308196776163&as_sdt=2005&sciodt=0,5&hl=en",21,2020-07-21 11:39:01,,,,2,1,1,4,2,"… This paper describes a cross-platform Sepsis Prediction and alert system which combines real-time data acquired from a FHIR server, a machine learning sepsis prediction tool and a front-end user interface intended for use by an ICU clinician …"
Yes,,Yes,Yes,,1,106,"JS Calvert, DA Price, UK Chettipally, CW Barton…",A computational approach to early sepsis detection,2016,Computers in biology …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0010482516301123,"https://scholar.google.com/scholar?cites=6164115384231368232&as_sdt=2005&sciodt=0,5&hl=en",28,2020-07-21 11:39:01,HTML,,,106,26.5,21,5,4,"… We have described a novel machine learning technique for early sepsis detection in the … The results demonstrated that InSight is capable of sepsis prediction up to 3 h prior to the zero hour, with sensitivity and specificity that rival or exceed the individual strengths of existing …"
No,Duplicate,No,No,Duplicate,1,0,"JS Choi, TX Trinh, J Ha, MS Yang, Y Lee, YE Kim…",implementation of complementary Model using optimal combination of Hematological parameters for Sepsis Screening in patients with fever,2020,Scientific reports,nature.com,https://www.nature.com/articles/s41598-019-57107-1,,484,2020-07-21 11:39:01,HTML,,,0,0,0,7,1,"… In this study, statistical analysis on the multiple clinical pathology parameters obtained from two groups, patients with sepsis and patients with fever, was performed and the complementary model was elaborated by stepwise parameter selection and machine learning …"
No,"Out of scope: Not about Sepsis Prediction with ML, only article preview",No,No,Out of scope: CDSS,1,0,"JS Guy, E Jackson, JB Perlin",Accelerating the Clinical Workflow Using the Sepsis Prediction and Optimization of Therapy (SPOT) Tool for Real-Time Clinical Monitoring,2020,NEJM Catalyst Innovations in Care …,catalyst.nejm.org,https://catalyst.nejm.org/doi/abs/10.1056/CAT.19.1036,,60,2020-07-21 11:39:01,,,,0,0,0,3,1,"… with an automated, real-time algorithm referred to as SPOT (Sepsis Prediction and Optimization … Our earliest iteration of this algorithm, a complex machine learning–based model, was … Use of the sepsis-detection algorithm drove improvement in nursing staff's workflow efficiency …"
No,Out of scope: Not ICU,No,No,"Non-ICU populations, post-surgery",1,13,"JS Kim, J Blum, C Scott",Temporal features and kernel methods for predicting sepsis in postoperative patients,2010,"Technical report, Citeseer",Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.220.7626&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=6323145305244722147&as_sdt=2005&sciodt=0,5&hl=en",387,2020-07-21 11:39:01,PDF,,,13,1.3,4,3,10,"… The application of machine learning methods such as logistic regres- sion, artificial neural networks, and support vector machines to sepsis-related problems have been … in a structured form x = (d1,...,dNd ) and the set of all x as X. In the cases of sepsis prediction, the number of …"
No,Not about Sepsis Prediction,No,No,Out of scope: Infectious disease,1,0,"JT Korhonen, R Lahesmaa, M Puolakkainen",Chlamydophila pneumoniae infection in macrophages and in lung epithelial cells: IL-10 and the innate immunity response,2010,Critical Care,Springer,https://link.springer.com/article/10.1186/cc9141,,569,2020-07-21 11:39:01,,,,0,0,0,3,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,Review,No,No,Review,1,0,"JW Uffen, JJ Oosterheert, V Schweitzer…",Interventions for rapid recognition and treatment of sepsis in the emergency department–A narrative review,2020,Clinical Microbiology …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1198743X20301051,,313,2020-07-21 11:39:01,HTML,,,0,0,0,4,1,JavaScript is disabled on your browser. Please enable JavaScript to use all the features on this page. Skip to main content Skip to article …
No,Not about Sepsis Prediction,No,No,"Out of scope: Hospital stays predicton, unrelated to sepsis",1,0,K Ayala Fernández,Factores asociados a estancia hospitalaria prolongada en pacientes hospitalizados en el Servicio de medicina del Hospital Santa Rosa entre los meses de Marzo …,2019,,repositorio.urp.edu.pe,http://repositorio.urp.edu.pe/handle/URP/1726,,555,2020-07-21 11:39:01,,,,0,0,0,1,1,Page 1. UNIVERSIDAD RICARDO PALMA FACULTAD DE MEDICINA HUMANA “MANUEL HUAMÁN GUERRERO” FACTORES ASOCIADOS A ESTANCIA HOSPITALARIA PROLONGADA EN PACIENTES HOSPITALIZADOS EN EL …
No,Not about Sepsis Prediction,No,No,Out of scope: Cardiology,1,0,"K Divyapriya, K Mala, V Raj, S Charles, MS SN…",Methylation analysis of Matrix metalloproteinases-9 (MMP9) promoter region in male coronary artery disease patients,,angiogenesis,researchgate.net,https://www.researchgate.net/profile/Vijay_Raja6/publication/338777670_Methylation_analysis_of_Matrix_metalloproteinases-9_MMP9_promoter_region_in_male_coronary_artery_disease_patients/links/5e29d34d299bf15216786824/Methylation-analysis-of-Matrix-metalloproteinases-9-MMP9-promoter-region-in-male-coronary-artery-disease-patients.pdf,,307,2020-07-21 11:39:01,PDF,,,0,0,0,6,,"… As discussed earlier, the major challenge that the researchers face is the non- availability of spontaneous expression data. A second major issue faced is that the labeled data used for the machine learning approach are more error prone and tedious …"
No,Commentary,No,No,Commentary/Opinion/Editorial/ Perspectives,1,2,"K Grant, A McParland",Applications of artificial intelligence in emergency medicine,2019,University of Toronto Medical Journal,utmj.org,http://utmj.org/index.php/UTMJ/article/view/1151,"https://scholar.google.com/scholar?cites=14242725866291545509&as_sdt=2005&sciodt=0,5&hl=en",269,2020-07-21 11:39:01,,,,2,2,1,2,1,"… 5. Stewart J, Sprivulis P, Dwivedi G. Artificial intelligence and machine learn- ing in … Early sepsis detection in critical care patients using multiscale blood pressure and heart … Comparison of machine learning classifiers for influenza detection from emergency department free-text …"
No,Out of scope: Not about Sepsis Onset Prediction,No,No,Out of scope: Temporal information is missing,1,5,"K Gunnarsdottir, V Sadashivaiah, M Kerr…",Using demographic and time series physiological features to classify sepsis in the intensive care unit,2016,2016 38th Annual …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7590817/,"https://scholar.google.com/scholar?cites=10913484637908632625&as_sdt=2005&sciodt=0,5&hl=en",251,2020-07-21 11:39:01,,,,5,1.25,1,4,4,"… Despite the fact that ICU patients are heavily instrumented with physiological sensors, early sepsis detection remains challenging, perhaps because … respiration rate, oximetry, etc.) [13] or electronic medical record data [14], and have then used machine learning tools on these …"
No,Review,No,No,Review,1,0,"K Močarníková, M Greguš",Conceptualization of Predictive Analytics by Literature Review,2020,Data-Centric Business and Applications,Springer,https://link.springer.com/chapter/10.1007/978-3-030-19069-9_8,,486,2020-07-21 11:39:01,,,,0,0,0,2,1,… International Journal of Interactive Multimedia and Artificial Intelligence … Machine-learning-based electronic triage more accurately differentiates patients with respect to clinical … to-systolic-ratio significantly improves the timeliness and accuracy of sepsis prediction compared to …
No,"Out of scope: Not about Sepsis Onset Prediction, non-human species",No,No,Non-human species,1,80,"K Shirakawa, K Naitou, J Hirose, M Nakamura…","The new sepsis marker, sCD14-ST, induction mechanism in the rabbit sepsis models",2010,critical care,Springer,https://link.springer.com/article/10.1186/cc9122,"https://scholar.google.com/scholar?cites=9525989632500135346&as_sdt=2005&sciodt=0,5&hl=en",461,2020-07-21 11:39:01,,,,80,8,16,5,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,Out of scope: Not about Sepsis Onset Prediction,No,No,Out of scope: Not about Sepsis Onset Prediction,1,0,"K Umut, A YILMAZ, Y DİKMEN",PREDICTION OF SEPSIS DISEASE BY ARTIFICIAL NEURAL NETWORKS,2019,Selçuk-Teknik Dergisi,sutod.selcuk.edu.tr,http://sutod.selcuk.edu.tr/sutod/article/view/459,,468,2020-07-21 11:39:01,,,,0,0,0,3,1,"… intelligence methods. Artificial neural networks, one of the artificial intelligence methods that have the ability to learn and to decide, are tried to be obtained as an … based on SIRS criteria for Sepsis prediction with machine learning. Among the …"
No,Out of scope: Not about Sepsis Onset Prediction (no temporal analysis),No,Yes,,1,0,"KC Yuan, LW Tsai, KH Lee, YW Cheng, SC Hsu…",The development an artificial intelligence algorithm for early sepsis diagnosis in the intensive care unit,2020,International Journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1386505620301192,,395,2020-07-21 11:39:01,HTML,,,0,0,0,6,1,… Artificial intelligence (AI) is an emerging science capable of extensive data analysis that is … achieved an AUROC of 0.73 for sepsis mortality prediction with machine learning [24] … tailed feature selection based on personalized precision medicine or sepsis prediction model with …
No,Patent,No,No,Patent,1,0,"KD Fairchild, DE Lake, B Sullivan","Method, system, and computer readable medium for generating pulse oximetry predictive scores (pops) for predicting adverse outcomes in preterm infants",2018,"US Patent App. 15/801,226",Google Patents,https://patents.google.com/patent/US20180070886A1/en,,585,2020-07-21 11:39:01,,,,0,0,0,3,2,"… methodology, including both basic modeling (eg logistic regression models) and methods such as random forest, decision tree, machine learning … illness within 24 hours, and the results were compared to heart rate characteristics index previously validated for sepsis detection …"
